Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
108,-112,1680,1653,0.190735,0.404358,0.343323,0.00762939,0.0610352,35,0.00762939,0.0228882,3,100
109,-113,1702,1675,0.167847,0.419617,0.350952,0,0.0686646,34,0.00762939,0.0305176,3,100
110,-114,1680,1678,0.175476,0.419617,0.350952,0.00762939,0.0686646,36,0.00762939,0.0305176,3,100
111,-115,1702,1648,0.175476,0.411987,0.343323,0.00762939,0.0686646,36,0.00762939,0.0228882,3,100
112,-116,1702,1629,0.183105,0.404358,0.343323,0.00762939,0.0610352,37,0.00762939,0.0228882,3,100
113,-117.001,1680,1673,0.190735,0.404358,0.335693,0.00762939,0.0686646,38,0.0152588,0.0228882,3,100
114,-118,1618,1661,0.205994,0.411987,0.343323,0.00762939,0.0686646,38,0.0152588,0.0228882,3,100
115,-119,1560,1633,0.228882,0.411987,0.343323,0.00762939,0.0686646,39,0.0152588,0.0228882,3,100
116,-120,1702,1673,0.175476,0.411987,0.343323,0.00762939,0.0686646,37,0.00762939,0.0228882,3,100
117,-121,1680,1567,0.175476,0.419617,0.358582,0.00762939,0.0610352,37,0.00762939,0.0305176,3,100
118,-122,1702,1661,0.183105,0.404358,0.343323,0.00762939,0.0610352,35,0.00762939,0.0228882,3,99
119,-123,1680,1645,0.183105,0.411987,0.343323,0.00762939,0.0686646,34,0.00762939,0.0228882,3,99
120,-124,1680,1644,0.190735,0.404358,0.343323,0.00762939,0.0610352,34,0.00762939,0.0228882,3,100
121,-125,1506,1670,0.25177,0.411987,0.343323,0.00762939,0.0686646,35,0.00762939,0.0228882,3,100
122,-126,1659,1572,0.190735,0.411987,0.343323,0.00762939,0.0686646,35,0.00762939,0.0305176,3,100
123,-127.001,1638,1652,0.198364,0.411987,0.350952,0.00762939,0.0610352,33,0.00762939,0.0228882,3,100
124,-128.001,1680,1583,0.167847,0.427246,0.366211,0,0.0610352,33,0,0.0305176,3,100
125,-129,1638,1624,0.183105,0.427246,0.366211,0,0.0610352,34,0,0.0305176,3,100
126,-130,1680,1641,0.183105,0.411987,0.350952,0,0.0610352,33,0,0.0305176,3,100
