Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),Text Calculation (ms),Text Render (ms),Trees Count,Tree Calculation (ms),Tree Render (ms)
183,0,661,631,1.35803,0.152588,0.0152588,0,35,0,0.0152588
184,0,642,649,1.40381,0.152588,0.0152588,0,35,0.0152588,0.0152588
185,-1.00048,661,637,1.37329,0.137329,0.0152588,0,34,0,0.0152588
186,-2.9032,675,700,1.32751,0.152588,0,0,34,0.0152588,0.0152588
187,-5.69116,689,666,1.31226,0.137329,0,0.0152588,35,0,0.0152588
188,-5.22651,675,694,1.31226,0.167847,0,0.0152588,41,0.0152588,0.0152588
189,-2.2006,689,646,1.23596,0.213623,0,0.0152588,40,0.0152588,0.0305176
190,-1.10012,712,669,1.25122,0.152588,0,0,34,0.0152588,0.0152588
191,-3.55737,668,703,1.35803,0.137329,0.0152588,0,34,0,0.0152588
192,-5.93009,689,664,1.297,0.152588,0,0.0152588,35,0.0152588,0.0152588
193,-4.69761,528,625,1.67847,0.213623,0,0.0152588,41,0.0152588,0.0305176
194,-1.68632,668,585,1.26648,0.228882,0,0.0152588,40,0.0152588,0.0305176
195,0,595,686,1.49536,0.183105,0.0152588,0.0152588,35,0.0152588,0.0152588
196,0,655,623,1.38855,0.137329,0,0.0152588,35,0,0.0152588
197,0,697,645,1.25122,0.183105,0.0152588,0.0152588,35,0.0152588,0.0152588
198,0,655,631,1.31226,0.213623,0.0152588,0,35,0.0152588,0.0152588
199,0,682,659,1.25122,0.213623,0,0.0152588,35,0.0152588,0.0305176
200,0,675,638,1.28174,0.198364,0.0152588,0.0152588,35,0.0152588,0.0152588
201,0,590,631,1.46484,0.228882,0.0152588,0.0152588,35,0.0152588,0.0305176
202,0,585,567,1.54114,0.167847,0.0152588,0.0152588,35,0.0152588,0.0152588
203,0,585,573,1.4801,0.228882,0.0152588,0.0152588,35,0.0152588,0.0305176
204,0,555,556,1.60217,0.198364,0,0.0305176,35,0.0152588,0.0305176
205,0,574,603,1.54114,0.198364,0.0152588,0.0152588,35,0.0152588,0.0152588
206,0,537,549,1.64795,0.213623,0,0.0152588,35,0.0152588,0.0305176
207,0,689,609,1.20544,0.244141,0,0.0152588,35,0.0152588,0.0305176
208,0,579,576,1.57166,0.152588,0.0152588,0.0152588,35,0,0.0152588
209,0,546,589,1.61743,0.213623,0.0152588,0.0152588,35,0.0152588,0.0152588
210,0,500,565,1.8158,0.183105,0,0.0152588,35,0.0152588,0.0152588
211,0,618,568,1.41907,0.198364,0.0152588,0.0152588,35,0.0152588,0.0152588
212,0,590,595,1.46484,0.228882,0.0152588,0.0152588,35,0.0152588,0.0305176
213,0,636,634,1.23596,0.335693,0.0152588,0,35,0.0152588,0.0457764
214,0,648,638,1.35803,0.183105,0.0152588,0,35,0.0152588,0.0152588
215,0,601,624,1.46484,0.198364,0,0.0152588,35,0.0152588,0.0305176
216,0,682,585,1.297,0.167847,0.0152588,0.0152588,35,0,0.0152588
217,0,668,619,1.28174,0.213623,0.0152588,0.0152588,35,0.0152588,0.0152588
218,0,642,606,1.37329,0.183105,0,0.0152588,35,0,0.0305176
219,0,689,640,1.20544,0.244141,0.0152588,0.0152588,35,0.0152588,0.0305176
220,0,636,625,1.32751,0.244141,0.0152588,0.0152588,35,0.0152588,0.0305176
221,0,668,654,1.32751,0.167847,0,0.0152588,35,0.0152588,0.0152588
222,0,648,616,1.37329,0.167847,0,0.0152588,35,0,0.0305176
223,0,564,617,1.5564,0.213623,0.0152588,0.0152588,35,0.0152588,0.0152588
224,0,799,639,1.05286,0.198364,0,0.0152588,35,0.0152588,0.0305176
225,0,636,597,1.32751,0.244141,0.0152588,0.0152588,35,0.0152588,0.0305176
226,0,668,613,1.28174,0.213623,0,0.0152588,35,0.0152588,0.0152588
227,0,668,615,1.05286,0.442505,0.0152588,0.0152588,35,0.0305176,0.0457764
228,0,541,607,1.54114,0.305176,0.0152588,0.0152588,35,0.0152588,0.0305176
229,0,675,600,1.28174,0.198364,0.0152588,0,35,0.0152588,0.0152588
230,0,655,657,1.35803,0.167847,0.0152588,0.0152588,35,0.0152588,0.0152588
231,0,655,617,1.35803,0.167847,0.0152588,0.0152588,35,0.0152588,0.0152588
232,0,661,650,1.37329,0.137329,0.0152588,0,35,0.0152588,0.0152588
233,0,642,617,1.40381,0.152588,0,0.0152588,35,0,0.0152588
234,0,655,658,1.32751,0.198364,0.0152588,0.0152588,35,0.0152588,0.0152588
235,0,704,583,1.17493,0.244141,0.0152588,0.0152588,35,0.0152588,0.0305176
236,0,675,635,1.32751,0.152588,0.0152588,0.0152588,35,0,0.0152588
237,0,636,557,1.40381,0.167847,0.0152588,0,35,0.0152588,0.0152588
238,0,642,607,1.37329,0.183105,0.0152588,0.0152588,35,0.0152588,0.0152588
239,0,642,615,1.26648,0.289917,0.0152588,0.0152588,35,0.0152588,0.0305176
240,0,689,658,1.31226,0.137329,0,0.0152588,35,0.0152588,0.0152588
241,0,612,640,1.4801,0.152588,0,0,35,0.0152588,0.0152588
242,0,655,642,1.38855,0.137329,0.0152588,0,35,0,0.0152588
243,0,661,653,1.35803,0.152588,0,0.0152588,35,0.0152588,0.0152588
244,0,655,642,1.38855,0.137329,0,0.0152588,35,0.0152588,0.0152588
245,0,655,627,1.35803,0.167847,0,0.0152588,35,0.0152588,0.0152588
246,0,630,640,1.44958,0.137329,0.0152588,0,35,0,0.0152588
247,0,655,634,1.38855,0.137329,0.0152588,0,35,0,0.0152588
248,0,636,609,1.41907,0.152588,0,0.0152588,35,0.0152588,0.0152588
249,0,630,642,1.43433,0.152588,0,0.0152588,35,0.0152588,0.0152588
250,0,675,640,1.35803,0.12207,0,0.0152588,35,0.0152588,0.0152588
251,0,648,611,1.38855,0.152588,0,0.0152588,35,0.0152588,0.0152588
252,0,642,639,1.37329,0.183105,0,0,35,0,0.0305176
253,0,655,646,1.37329,0.152588,0,0.0305176,35,0.0305176,0
