Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
232,-236.003,260,295,1.75476,2.09045,2.04468,0.0457764,0.0457764,34,0.0457764,0.167847,0,0
233,-237.002,238,312,2.68555,1.51062,1.4801,0.0305176,0.0305176,33,0.0457764,0.137329,0,0
234,-238.001,237,299,2.91443,1.297,1.28174,0.0152588,0.0152588,33,0.0610352,0.106812,0,0
235,-239.002,263,294,2.36511,1.43433,1.32751,0.0305176,0.106812,33,0.0457764,0.0915527,0,0
236,-240.001,261,327,2.7771,1.05286,1.0376,0.0305176,0.0152588,33,0.0305176,0.0915527,0,0
237,-241.003,262,325,2.18201,1.63269,1.60217,0.0305176,0.0305176,33,0.0305176,0.152588,0,0
238,-242.001,263,332,1.80054,1.9989,1.95312,0.0457764,0.0457764,33,0.0457764,0.152588,0,0
239,-243.002,247,314,2.68555,1.35803,1.34277,0.0152588,0.0152588,33,0.0457764,0.106812,0,0
240,-244.001,243,330,2.94495,1.15967,1.14441,0.0305176,0.0152588,33,0.0305176,0.0915527,0,0
241,-245.002,378,291,1.09863,1.54114,1.51062,0.0305176,0.0305176,33,0.0457764,0.167847,0,0
