Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
132,-135.997,265,305,0.930786,2.83813,1.297,0.0152588,1.54114,52,0.701904,0.0915527,3,95
133,-136.998,240,302,0.88501,3.28064,1.70898,0.0305176,1.57166,50,0.595093,0.137329,3,96
134,-138,239,304,0.747681,3.43323,2.13623,0.0152588,1.297,51,0.549316,0.106812,3,95
135,-138.997,316,306,0.686646,2.47192,1.60217,0.0152588,0.869751,50,0.549316,0.0762939,3,95
136,-139.999,234,307,0.961304,3.31116,1.31226,0.0305176,1.9989,50,0.762939,0.198364,3,95
137,-140.999,219,279,1.32751,3.23486,1.67847,0.0152588,1.5564,51,1.14441,0.213623,3,95
138,-141.998,204,261,0.900269,3.9978,1.98364,0.0305176,2.01416,54,0.701904,0.12207,3,95
139,-142.996,239,274,1.06812,3.11279,1.37329,0.0152588,1.7395,52,0.778198,0.12207,3,95
140,-143.998,201,306,0.991821,3.98254,2.10571,0.0305176,1.87683,52,0.701904,0.0915527,3,95
141,-144.999,263,290,0.991821,2.80762,1.28174,0.0305176,1.52588,51,0.808716,0.183105,3,95
142,-145.997,297,307,0.747681,2.60925,1.14441,0.0152588,1.46484,49,0.579834,0.12207,3,95
143,-147,274,283,1.11389,2.53296,1.23596,0.0152588,1.297,50,0.930786,0.137329,3,95
144,-147.997,302,287,0.839233,2.47192,1.08337,0.0152588,1.38855,51,0.656128,0.0762939,3,95
145,-148.999,256,304,0.900269,3.00598,1.34277,0.0305176,1.66321,50,0.701904,0.167847,3,95
146,-149.999,267,273,0.793457,2.94495,1.9989,0.0152588,0.946045,53,0.534058,0.0915527,3,95
147,-150.998,302,293,0.854492,2.45667,1.15967,0.0305176,1.297,53,0.595093,0.0762939,3,95
148,-152,287,292,0.900269,2.57874,1.63269,0.0152588,0.946045,52,0.686646,0.0915527,3,95
149,-152.997,141,279,1.90735,5.17273,3.82996,0.0457764,1.34277,52,1.69373,0.183105,3,95
150,-153.999,244,250,2.05994,2.02942,0.869751,0.0152588,1.15967,51,0.473022,0.0610352,3,94
151,-154.999,263,306,1.23596,2.56348,1.49536,0.0152588,1.06812,51,0.50354,0.0762939,3,94
152,-155.999,250,279,1.12915,2.86865,1.49536,0.0305176,1.37329,51,0.946045,0.106812,3,94
153,-156.999,217,275,1.02234,3.58582,1.5564,0.0305176,2.02942,50,0.762939,0.213623,3,94
154,-157.998,293,288,0.915527,2.48718,1.32751,0.0152588,1.15967,51,0.686646,0.0762939,3,94
155,-159,266,288,0.991821,2.76184,1.5564,0.0305176,1.20544,51,0.793457,0.106812,3,96
156,-159.999,287,301,0.900269,2.57874,1.2207,0.0610352,1.35803,51,0.640869,0.213623,3,96
157,-160.998,284,315,0.854492,2.65503,1.43433,0.0152588,1.2207,53,0.640869,0.106812,3,96
158,-162,259,308,1.17493,2.68555,1.64795,0.0457764,1.0376,55,0.976562,0.137329,3,96
159,-162.999,267,280,0.869751,2.86865,1.32751,0.0305176,1.54114,56,0.701904,0.213623,3,95
160,-163.997,304,291,0.793457,2.48718,1.12915,0.0305176,1.35803,58,0.595093,0.0762939,3,95
161,-164.999,255,276,0.808716,3.11279,1.64795,0.0305176,1.46484,58,0.610352,0.106812,3,95
162,-165.999,242,280,1.20544,2.91443,1.58691,0.0152588,1.32751,59,1.00708,0.12207,3,95
163,-166.999,241,289,1.0376,3.09753,1.95312,0.0305176,1.14441,61,0.854492,0.38147,3,95
164,-167.998,229,290,0.991821,3.37219,1.84631,0.0152588,1.52588,60,0.823975,0.137329,3,94
165,-168.999,284,278,0.808716,2.70081,1.12915,0.0457764,1.57166,60,0.610352,0.152588,3,94
166,-169.999,302,263,0.930786,2.38037,1.2207,0.0305176,1.15967,60,0.747681,0.106812,3,94
167,-170.999,248,303,0.747681,3.28064,1.23596,0.0305176,2.04468,59,0.579834,0.152588,3,94
168,-171.997,277,288,0.839233,2.76184,1.75476,0.0152588,1.00708,60,0.640869,0.0915527,3,94
169,-172.999,255,285,1.17493,2.74658,1.4801,0.0457764,1.26648,61,0.976562,0.228882,3,94
170,-174,233,297,0.823975,3.46375,2.12097,0.0457764,1.34277,60,0.62561,0.137329,3,94
171,-174.998,250,279,0.823975,3.17383,1.32751,0.0305176,1.84631,59,0.610352,0.0915527,3,94
172,-175.999,251,267,1.08337,2.89917,1.63269,0.0305176,1.26648,63,0.88501,0.167847,3,94
173,-176.999,237,285,0.946045,3.26538,1.67847,0.0305176,1.58691,63,0.762939,0.228882,3,94
174,-177.998,229,291,0.900269,3.46375,1.28174,0.0305176,2.18201,64,0.640869,0.152588,3,94
175,-179,296,296,1.05286,2.31934,1.35803,0.0305176,0.961304,65,0.823975,0.106812,3,94
176,-179.999,238,270,1.84631,2.34985,1.17493,0.0305176,1.17493,67,0.534058,0.0915527,3,94
177,-180.998,253,299,0.869751,3.08228,1.5564,0.0305176,1.52588,66,0.595093,0.106812,3,94
178,-181.998,286,299,0.732422,2.76184,1.64795,0.0152588,1.11389,64,0.564575,0.106812,3,94
179,-182.997,284,268,0.946045,2.56348,1.38855,0.0152588,1.17493,64,0.595093,0.12207,3,94
180,-183.999,261,289,1.19019,2.63977,1.7395,0.0152588,0.900269,63,1.00708,0.183105,3,94
181,-184.997,278,283,0.793457,2.79236,1.43433,0.0152588,1.35803,63,0.595093,0.106812,3,94
182,-185.997,283,270,0.823975,2.70081,1.34277,0.0152588,1.35803,63,0.62561,0.106812,3,94
183,-186.999,252,282,1.06812,2.89917,1.83105,0.0305176,1.06812,62,0.869751,0.289917,3,95
184,-187.998,295,282,0.823975,2.56348,1.23596,0.0305176,1.32751,61,0.62561,0.106812,3,95
185,-188.998,242,284,1.08337,3.0365,1.43433,0.0305176,1.60217,63,0.900269,0.167847,3,96
186,-189.997,284,274,0.915527,2.59399,1.23596,0.0152588,1.35803,62,0.701904,0.152588,3,96
187,-190.999,260,279,0.869751,2.97546,1.17493,0.0305176,1.80054,61,0.701904,0.152588,3,96
188,-192,281,285,0.869751,2.68555,1.69373,0.0457764,0.991821,61,0.656128,0.152588,3,96
189,-192.998,221,287,0.839233,3.67737,1.35803,0.0152588,2.31934,63,0.671387,0.12207,3,96
190,-193.998,295,282,0.823975,2.56348,1.19019,0.0305176,1.37329,65,0.549316,0.0915527,3,96
191,-194.997,206,278,0.762939,4.0741,1.77002,0.0152588,2.30408,66,0.595093,0.106812,3,96
192,-195.999,277,253,0.778198,2.82288,1.17493,0.0305176,1.64795,66,0.595093,0.137329,3,96
193,-196.999,237,282,1.20544,3.00598,1.75476,0.0152588,1.25122,65,1.00708,0.137329,3,96
194,-197.998,222,275,0.808716,3.69263,1.86157,0.0152588,1.83105,65,0.564575,0.213623,3,96
195,-198.997,226,274,0.976562,3.43323,1.77002,0.0152588,1.66321,64,0.610352,0.12207,3,96
196,-199.999,288,258,1.06812,2.39563,1.09863,0.0152588,1.297,64,0.610352,0.137329,3,96
197,-200.997,227,279,0.839233,3.5553,1.43433,0.0305176,2.12097,65,0.656128,0.137329,3,96
198,-201.997,257,272,1.00708,2.88391,1.26648,0.0152588,1.61743,65,0.778198,0.137329,3,96
199,-202.998,219,279,0.915527,3.64685,2.44141,0.0457764,1.20544,67,0.686646,0.213623,3,96
200,-203.997,284,293,1.12915,2.38037,1.297,0.0152588,1.08337,65,0.930786,0.183105,3,97
201,-204.999,318,287,0.747681,2.39563,1.11389,0.0152588,1.28174,65,0.564575,0.106812,3,97
202,-205.997,296,287,0.839233,2.53296,1.23596,0.0152588,1.297,65,0.656128,0.12207,3,98
203,-206.998,248,259,1.05286,2.97546,1.43433,0.0305176,1.54114,65,0.869751,0.213623,3,98
204,-207.999,235,290,0.961304,3.28064,2.38037,0.0305176,0.900269,65,0.762939,0.106812,3,99
205,-208.999,248,292,1.25122,2.7771,1.4801,0.0305176,1.297,66,0.869751,0.289917,3,99
206,-210,280,264,0.946045,2.62451,1.58691,0.0305176,1.0376,67,0.701904,0.106812,3,99
207,-210.998,276,255,0.823975,2.79236,1.51062,0.0305176,1.28174,68,0.564575,0.106812,3,99
208,-211.998,207,254,0.823975,3.9978,1.78528,0.0152588,2.21252,68,0.549316,0.0915527,3,99
209,-212.997,277,288,0.946045,2.65503,1.44958,0.0305176,1.20544,69,0.701904,0.152588,3,99
210,-213.997,282,259,0.823975,2.71606,1.51062,0.0305176,1.20544,69,0.595093,0.106812,3,99
211,-214.998,252,287,0.823975,3.14331,1.35803,0.0152588,1.78528,70,0.62561,0.106812,3,99
212,-215.997,262,288,0.839233,2.97546,1.5564,0.0152588,1.41907,70,0.62561,0.152588,3,99
213,-216.998,247,285,0.808716,3.23486,1.93787,0.0152588,1.297,71,0.610352,0.12207,3,99
214,-217.999,226,267,1.09863,3.31116,2.22778,0.0305176,1.08337,72,0.88501,0.305176,3,99
215,-218.997,245,259,0.823975,3.25012,1.40381,0.0152588,1.84631,72,0.579834,0.137329,3,99
216,-219.999,250,267,0.900269,3.09753,1.54114,0.0305176,1.5564,74,0.595093,0.259399,3,99
217,-221,251,288,1.2207,2.76184,1.4801,0.0152588,1.28174,74,1.06812,0.213623,3,99
