Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
117,-120.999,615,636,0.534058,1.091,0.808716,0.0228882,0.282288,52,0.267029,0.0534058,3,100
118,-122,636,646,0.610352,0.961304,0.732422,0.0152588,0.228882,52,0.274658,0.0457764,3,99
119,-122.999,689,627,0.595093,0.854492,0.640869,0.0152588,0.213623,51,0.259399,0.0457764,3,99
120,-123.999,639,639,0.686646,0.87738,0.656128,0.0152588,0.221252,53,0.274658,0.0457764,3,99
121,-125,618,608,0.663757,0.953674,0.740051,0.0152588,0.213623,53,0.267029,0.0457764,3,99
122,-125.999,672,630,0.572205,0.915527,0.701904,0.0152588,0.213623,54,0.267029,0.038147,3,100
123,-127,655,630,0.610352,0.915527,0.679016,0.0152588,0.236511,55,0.267029,0.0457764,3,101
124,-128,618,658,0.701904,0.915527,0.701904,0.0152588,0.213623,55,0.274658,0.0457764,3,102
125,-129,648,635,0.579834,0.961304,0.747681,0.0152588,0.213623,55,0.274658,0.0457764,3,102
126,-129.999,606,622,0.62561,1.02234,0.793457,0.0152588,0.228882,55,0.289917,0.0457764,3,102
127,-131,590,631,0.595093,1.09863,0.869751,0.0152588,0.228882,55,0.259399,0.0610352,3,101
128,-131.999,648,643,0.671387,0.869751,0.656128,0.0152588,0.213623,55,0.274658,0.0457764,3,101
129,-132.999,595,639,0.717163,0.961304,0.747681,0.0305176,0.213623,53,0.320435,0.0457764,3,101
130,-134,630,576,0.610352,0.976562,0.732422,0.0152588,0.244141,53,0.305176,0.0610352,3,101
131,-135,648,634,0.579834,0.961304,0.747681,0.0305176,0.213623,52,0.274658,0.0457764,3,101
132,-136,689,632,0.534058,0.915527,0.701904,0.0152588,0.213623,52,0.274658,0.0457764,3,101
133,-136.998,612,625,0.62561,1.00708,0.793457,0.0152588,0.213623,50,0.274658,0.0610352,3,102
134,-138,661,633,0.640869,0.869751,0.640869,0.0152588,0.228882,51,0.274658,0.0457764,3,102
135,-138.999,636,636,0.610352,0.961304,0.732422,0.0152588,0.228882,50,0.259399,0.0457764,3,102
136,-140,636,614,0.610352,0.961304,0.732422,0.0152588,0.228882,50,0.305176,0.0457764,3,102
137,-140.998,661,658,0.564575,0.946045,0.717163,0.0152588,0.228882,51,0.259399,0.0305176,3,101
138,-142,655,640,0.579834,0.946045,0.717163,0.0152588,0.228882,54,0.274658,0.0457764,3,101
139,-143,675,646,0.518799,0.961304,0.732422,0.0152588,0.228882,52,0.259399,0.0457764,3,101
140,-143.999,661,624,0.579834,0.930786,0.717163,0.0152588,0.213623,52,0.274658,0.0457764,3,101
141,-144.999,636,657,0.656128,0.915527,0.701904,0.0152588,0.213623,51,0.305176,0.0457764,3,101
142,-146,636,628,0.549316,1.02234,0.808716,0.0152588,0.213623,49,0.259399,0.0610352,3,102
143,-147,655,648,0.579834,0.946045,0.717163,0.0152588,0.228882,50,0.289917,0.0457764,3,102
144,-148,642,618,0.62561,0.930786,0.717163,0.0152588,0.213623,51,0.274658,0.0457764,3,102
145,-149,668,651,0.610352,0.88501,0.656128,0.0152588,0.228882,50,0.274658,0.0457764,3,102
146,-150,624,635,0.656128,0.946045,0.717163,0.0152588,0.228882,53,0.274658,0.0610352,3,103
147,-151,642,646,0.610352,0.946045,0.732422,0.0305176,0.213623,53,0.274658,0.0457764,3,103
148,-151.999,668,641,0.549316,0.946045,0.686646,0.0152588,0.259399,52,0.259399,0.0457764,3,103
149,-152.999,642,633,0.656128,0.900269,0.671387,0.0152588,0.228882,52,0.320435,0.0610352,3,103
